# Observation noise, mean, std-dev of cumulative reward over 10.0 rounds. (1000 repetitions) 
# 2 bandits with mean 3.5 and std 3.0
# target ratio 0.4
0.01 17.2199157658 5.88915108922
0.11 17.4861655541 5.31229631765
0.21 17.6467373052 4.50529801412
0.31 17.7221950511 3.91846734957
0.41 17.6322247653 3.85971196668
0.51 17.4373291439 3.42185929521
0.61 17.3408173069 3.54992087036
0.71 16.7180042968 3.64215819864
0.81 16.1944030432 3.75386998178
0.91 15.6322663144 3.92275659783
1.01 15.118669604 3.7693538011
1.11 14.6412804879 3.95454481089
1.21 14.1738012611 3.97265524303
1.31 13.8026235334 4.11599165629
1.41 13.4193865537 3.89403562954
1.51 13.0688156621 4.00803904766
1.61 12.9444760691 3.72538054138
1.71 12.7732437682 4.03985401653
1.81 12.5614811338 3.9465332923
1.91 12.3289074598 3.96219478366
2.01 12.3411491348 3.94884405338
2.11 12.0975800215 3.99401352851
2.21 12.1681314509 4.0539854994
2.31 11.9906518875 3.95171114229
2.41 11.7393038507 4.00094669384
2.51 11.865216661 4.03508704587
2.61 11.8082172869 3.94029973253
2.71 11.8070393894 3.7945184664
2.81 11.7759662073 3.98392807004
2.91 11.9069979811 3.981192208
3.01 11.8596774093 4.03375612812
3.11 11.8813800034 3.83109490892
3.21 11.8219365523 4.02791733206
3.31 11.5442788304 4.02452682655
3.41 11.7270253031 3.90803474931
3.51 11.9512114786 3.90873343427
3.61 11.6376448521 4.08170350122
3.71 11.8367457911 4.12824126566
3.81 11.8122873027 3.90241756502
3.91 11.8156390389 3.96937722207
4.01 11.8931683695 4.0883252
4.11 11.8557004528 3.8635349302
4.21 11.9284617152 4.06108307354
4.31 11.6272016626 4.11054241279
4.41 11.7543705267 4.10256853856
4.51 11.8184984293 4.20984606933
4.61 11.8776985654 3.99734168914
4.71 11.8003418181 3.92205629232
4.81 11.836127975 4.00407778695
4.91 11.8154667127 3.95570283956
