# Observation noise, mean, std-dev of cumulative reward over 10000 rounds. (1000 repetitions) 
# 2 bandits with mean 3.5 and std 3.0
# target ratio 0.2
0.01 1930.73360546 2396.70097209
0.11 2041.03783048 2437.51579552
0.21 2100.4532774 2451.12286864
0.31 2050.87280575 2425.83715908
0.41 2111.10737167 2454.96077662
0.51 2192.14082645 2461.63326072
0.61 2325.82346879 2501.42705243
0.71 2507.82992646 2526.96070649
0.81 2504.73665451 2523.65638038
0.91 2784.30429951 2510.95262992
1.01 2795.54695105 2511.41226272
1.11 2865.47657295 2494.16196357
1.21 3103.77351403 2462.2242843
1.31 3185.42615405 2457.50279977
1.41 3447.31958612 2390.83605781
1.51 3483.72369752 2361.84495041
1.61 3768.98731349 2230.55442671
1.71 3865.61556933 2155.94530891
1.81 4025.74421161 2059.72299142
1.91 4171.34088555 1960.87655695
2.01 4394.6144022 1765.64219067
2.11 4396.70414447 1737.59577813
2.21 4446.71731419 1690.56188964
2.31 4460.88121251 1621.11225824
2.41 4529.43735997 1558.24053711
2.51 4639.61345031 1373.90887273
2.61 4710.09154018 1269.89140954
2.71 4703.46761436 1264.69071537
2.81 4774.99704539 1094.56375168
2.91 4816.85776409 1061.77092444
3.01 4810.21626492 1024.31228613
3.11 4845.85002779 887.703862737
3.21 4888.98556813 840.3766978
3.31 4888.36472485 747.254849491
3.41 4915.61101689 701.761660392
3.51 4892.88440282 690.564477114
3.61 4886.09031389 690.82739994
3.71 4852.47891752 638.127919738
3.81 4893.74836044 592.993523761
3.91 4848.75246907 597.619331508
4.01 4872.09055126 594.500095866
4.11 4867.64936699 517.405259711
4.21 4820.49770362 591.761264288
4.31 4838.69246027 556.162147022
4.41 4834.8200765 467.677540232
4.51 4824.62388203 497.006133633
4.61 4812.71123553 453.86061539
4.71 4790.02301865 472.840347852
4.81 4773.20873049 479.255664841
4.91 4756.49624015 474.486391747
