# best arm mean | best arm standard deviation | bad arm mean | bad arm standard deviation | arm count | rounds | best observation noise
5.0 0.5 0.5 0.5 5 10 0.16999999999999998
5.0 0.5 1.0 0.5 5 10 0.18
5.0 0.5 1.5 0.5 5 10 0.23000000000000004
5.0 0.5 2.0 0.5 5 10 0.059999999999999984
5.0 0.5 2.5 0.5 5 10 0.02
5.0 0.5 3.0 0.5 5 10 0.01
5.0 0.5 3.5 0.5 5 10 0.01
5.0 0.5 4.0 0.5 5 10 0.02
5.0 0.5 4.5 0.5 5 10 0.02

5.0 0.5 0.5 0.5 5 20 0.2800000000000001
5.0 0.5 1.0 0.5 5 20 0.09999999999999996
5.0 0.5 1.5 0.5 5 20 0.09999999999999996
5.0 0.5 2.0 0.5 5 20 0.10999999999999996
5.0 0.5 2.5 0.5 5 20 0.10999999999999996
5.0 0.5 3.0 0.5 5 20 0.06999999999999998
5.0 0.5 3.5 0.5 5 20 0.02
5.0 0.5 4.0 0.5 5 20 0.039999999999999994
5.0 0.5 4.5 0.5 5 20 0.01

5.0 0.5 0.5 0.5 5 30 0.09999999999999996
5.0 0.5 1.0 0.5 5 30 0.14999999999999997
5.0 0.5 1.5 0.5 5 30 0.06999999999999998
5.0 0.5 2.0 0.5 5 30 0.03
5.0 0.5 2.5 0.5 5 30 0.059999999999999984
5.0 0.5 3.0 0.5 5 30 0.059999999999999984
5.0 0.5 3.5 0.5 5 30 0.02
5.0 0.5 4.0 0.5 5 30 0.09999999999999996
5.0 0.5 4.5 0.5 5 30 0.10999999999999996

5.0 0.5 0.5 0.5 5 40 0.03
5.0 0.5 1.0 0.5 5 40 0.04999999999999999
5.0 0.5 1.5 0.5 5 40 0.26000000000000006
5.0 0.5 2.0 0.5 5 40 0.03
5.0 0.5 2.5 0.5 5 40 0.18
5.0 0.5 3.0 0.5 5 40 0.06999999999999998
5.0 0.5 3.5 0.5 5 40 0.01
5.0 0.5 4.0 0.5 5 40 0.09999999999999996
5.0 0.5 4.5 0.5 5 40 0.14999999999999997

5.0 0.5 0.5 0.5 5 50 0.03
5.0 0.5 1.0 0.5 5 50 0.02
5.0 0.5 1.5 0.5 5 50 0.18
5.0 0.5 2.0 0.5 5 50 0.11999999999999995
5.0 0.5 2.5 0.5 5 50 0.03
5.0 0.5 3.0 0.5 5 50 0.06999999999999998
5.0 0.5 3.5 0.5 5 50 0.059999999999999984
5.0 0.5 4.0 0.5 5 50 0.11999999999999995
5.0 0.5 4.5 0.5 5 50 0.15999999999999998

5.0 0.5 0.5 0.5 5 60 0.04999999999999999
5.0 0.5 1.0 0.5 5 60 0.2
5.0 0.5 1.5 0.5 5 60 0.23000000000000004
5.0 0.5 2.0 0.5 5 60 0.08999999999999997
5.0 0.5 2.5 0.5 5 60 0.04999999999999999
5.0 0.5 3.0 0.5 5 60 0.03
5.0 0.5 3.5 0.5 5 60 0.02
5.0 0.5 4.0 0.5 5 60 0.12999999999999995
5.0 0.5 4.5 0.5 5 60 0.16999999999999998

5.0 0.5 0.5 0.5 5 70 0.15999999999999998
5.0 0.5 1.0 0.5 5 70 0.15999999999999998
5.0 0.5 1.5 0.5 5 70 0.10999999999999996
5.0 0.5 2.0 0.5 5 70 0.24000000000000005
5.0 0.5 2.5 0.5 5 70 0.14999999999999997
5.0 0.5 3.0 0.5 5 70 0.01
5.0 0.5 3.5 0.5 5 70 0.059999999999999984
5.0 0.5 4.0 0.5 5 70 0.14999999999999997
5.0 0.5 4.5 0.5 5 70 0.2

5.0 0.5 0.5 0.5 5 80 0.26000000000000006
5.0 0.5 1.0 0.5 5 80 0.09999999999999996
5.0 0.5 1.5 0.5 5 80 0.08999999999999997
5.0 0.5 2.0 0.5 5 80 0.15999999999999998
5.0 0.5 2.5 0.5 5 80 0.11999999999999995
5.0 0.5 3.0 0.5 5 80 0.01
5.0 0.5 3.5 0.5 5 80 0.08999999999999997
5.0 0.5 4.0 0.5 5 80 0.13999999999999996
5.0 0.5 4.5 0.5 5 80 0.19

5.0 0.5 0.5 0.5 5 90 0.01
5.0 0.5 1.0 0.5 5 90 0.22000000000000003
5.0 0.5 1.5 0.5 5 90 0.16999999999999998
5.0 0.5 2.0 0.5 5 90 0.21000000000000002
5.0 0.5 2.5 0.5 5 90 0.039999999999999994
5.0 0.5 3.0 0.5 5 90 0.02
5.0 0.5 3.5 0.5 5 90 0.09999999999999996
5.0 0.5 4.0 0.5 5 90 0.13999999999999996
5.0 0.5 4.5 0.5 5 90 0.22000000000000003

5.0 0.5 0.5 0.5 5 100 0.18
5.0 0.5 1.0 0.5 5 100 0.09999999999999996
5.0 0.5 1.5 0.5 5 100 0.10999999999999996
5.0 0.5 2.0 0.5 5 100 0.21000000000000002
5.0 0.5 2.5 0.5 5 100 0.02
5.0 0.5 3.0 0.5 5 100 0.11999999999999995
5.0 0.5 3.5 0.5 5 100 0.07999999999999997
5.0 0.5 4.0 0.5 5 100 0.13999999999999996
5.0 0.5 4.5 0.5 5 100 0.19

5.0 0.5 0.5 0.5 5 200 0.02
5.0 0.5 1.0 0.5 5 200 0.02
5.0 0.5 1.5 0.5 5 200 0.25000000000000006
5.0 0.5 2.0 0.5 5 200 0.15999999999999998
5.0 0.5 2.5 0.5 5 200 0.039999999999999994
5.0 0.5 3.0 0.5 5 200 0.06999999999999998
5.0 0.5 3.5 0.5 5 200 0.07999999999999997
5.0 0.5 4.0 0.5 5 200 0.19
5.0 0.5 4.5 0.5 5 200 0.25000000000000006

5.0 0.5 0.5 0.5 5 300 0.16999999999999998
5.0 0.5 1.0 0.5 5 300 0.3000000000000001
5.0 0.5 1.5 0.5 5 300 0.01
5.0 0.5 2.0 0.5 5 300 0.2900000000000001
5.0 0.5 2.5 0.5 5 300 0.039999999999999994
5.0 0.5 3.0 0.5 5 300 0.10999999999999996
5.0 0.5 3.5 0.5 5 300 0.13999999999999996
5.0 0.5 4.0 0.5 5 300 0.16999999999999998
5.0 0.5 4.5 0.5 5 300 0.2800000000000001

5.0 0.5 0.5 0.5 5 400 0.059999999999999984
5.0 0.5 1.0 0.5 5 400 0.24000000000000005
5.0 0.5 1.5 0.5 5 400 0.059999999999999984
5.0 0.5 2.0 0.5 5 400 0.22000000000000003
5.0 0.5 2.5 0.5 5 400 0.24000000000000005
5.0 0.5 3.0 0.5 5 400 0.06999999999999998
5.0 0.5 3.5 0.5 5 400 0.10999999999999996
5.0 0.5 4.0 0.5 5 400 0.16999999999999998
5.0 0.5 4.5 0.5 5 400 0.2900000000000001

5.0 0.5 0.5 0.5 5 500 0.01
5.0 0.5 1.0 0.5 5 500 0.09999999999999996
5.0 0.5 1.5 0.5 5 500 0.21000000000000002
5.0 0.5 2.0 0.5 5 500 0.24000000000000005
5.0 0.5 2.5 0.5 5 500 0.23000000000000004
5.0 0.5 3.0 0.5 5 500 0.13999999999999996
5.0 0.5 3.5 0.5 5 500 0.07999999999999997
5.0 0.5 4.0 0.5 5 500 0.18
5.0 0.5 4.5 0.5 5 500 0.2900000000000001

5.0 0.5 0.5 0.5 5 600 0.059999999999999984
5.0 0.5 1.0 0.5 5 600 0.23000000000000004
5.0 0.5 1.5 0.5 5 600 0.19
5.0 0.5 2.0 0.5 5 600 0.02
5.0 0.5 2.5 0.5 5 600 0.12999999999999995
5.0 0.5 3.0 0.5 5 600 0.08999999999999997
5.0 0.5 3.5 0.5 5 600 0.13999999999999996
5.0 0.5 4.0 0.5 5 600 0.2
5.0 0.5 4.5 0.5 5 600 0.3000000000000001

5.0 0.5 0.5 0.5 5 700 0.08999999999999997
5.0 0.5 1.0 0.5 5 700 0.059999999999999984
5.0 0.5 1.5 0.5 5 700 0.3000000000000001
5.0 0.5 2.0 0.5 5 700 0.03
5.0 0.5 2.5 0.5 5 700 0.13999999999999996
5.0 0.5 3.0 0.5 5 700 0.08999999999999997
5.0 0.5 3.5 0.5 5 700 0.09999999999999996
5.0 0.5 4.0 0.5 5 700 0.21000000000000002
5.0 0.5 4.5 0.5 5 700 0.2800000000000001

5.0 0.5 0.5 0.5 5 800 0.21000000000000002
5.0 0.5 1.0 0.5 5 800 0.09999999999999996
5.0 0.5 1.5 0.5 5 800 0.11999999999999995
5.0 0.5 2.0 0.5 5 800 0.2
5.0 0.5 2.5 0.5 5 800 0.25000000000000006
5.0 0.5 3.0 0.5 5 800 0.12999999999999995
5.0 0.5 3.5 0.5 5 800 0.059999999999999984
5.0 0.5 4.0 0.5 5 800 0.19
5.0 0.5 4.5 0.5 5 800 0.3000000000000001

5.0 0.5 0.5 0.5 5 900 0.09999999999999996
5.0 0.5 1.0 0.5 5 900 0.02
5.0 0.5 1.5 0.5 5 900 0.07999999999999997
5.0 0.5 2.0 0.5 5 900 0.2900000000000001
5.0 0.5 2.5 0.5 5 900 0.02
5.0 0.5 3.0 0.5 5 900 0.14999999999999997
5.0 0.5 3.5 0.5 5 900 0.10999999999999996
5.0 0.5 4.0 0.5 5 900 0.2
5.0 0.5 4.5 0.5 5 900 0.2800000000000001

5.0 0.5 0.5 0.5 5 1000 0.19
5.0 0.5 1.0 0.5 5 1000 0.19
5.0 0.5 1.5 0.5 5 1000 0.3000000000000001
5.0 0.5 2.0 0.5 5 1000 0.10999999999999996
5.0 0.5 2.5 0.5 5 1000 0.039999999999999994
5.0 0.5 3.0 0.5 5 1000 0.14999999999999997
5.0 0.5 3.5 0.5 5 1000 0.15999999999999998
5.0 0.5 4.0 0.5 5 1000 0.23000000000000004
5.0 0.5 4.5 0.5 5 1000 0.2700000000000001

