# Rounds: 10000, repetitions: 10000
# Good arm ~ N(5.0,2.0), 1 bad arm(s) ~ N(4.0,4.0)
# Estimate ~ N(10.0,0.5)
# Observation noise range from 0.5 to 0.7 with step size 0.01

# Observation noise | mean | standard deviation

1 0.5 4.456362661509024
1 0.51 4.489151530942312
1 0.52 4.4616853317959055
1 0.53 4.425146563232676
1 0.54 4.468084824097857
1 0.55 4.4915624932308935
1 0.56 4.620448538475
1 0.5700000000000001 4.458427329138111
1 0.5800000000000001 4.490028893043034
1 0.5900000000000001 4.556962586801338
1 0.6000000000000001 4.520860013808617
1 0.6100000000000001 4.504309513598225
1 0.6200000000000001 4.48431965061068
1 0.6300000000000001 4.536556090785287
1 0.6400000000000001 4.461227719527449
1 0.6500000000000001 4.4688152747117345
1 0.6600000000000001 4.513191517549203
1 0.6700000000000002 4.527388385723808
1 0.6800000000000002 4.46558099863422
1 0.6900000000000002 4.507322900419231
1 0.7000000000000002 4.486568151852843

2 0.5 8.95334522618548
2 0.51 8.960978192990906
2 0.52 8.937560587419949
2 0.53 8.934677934598303
2 0.54 8.935124680257019
2 0.55 8.983605439268207
2 0.56 9.054664492795846
2 0.5700000000000001 8.93209019369515
2 0.5800000000000001 9.001555824670936
2 0.5900000000000001 8.982485466020375
2 0.6000000000000001 8.965256850208917
2 0.6100000000000001 8.94365402888082
2 0.6200000000000001 8.910345605120623
2 0.6300000000000001 9.017310859994884
2 0.6400000000000001 8.934850471324383
2 0.6500000000000001 8.97237029232774
2 0.6600000000000001 8.976535243671183
2 0.6700000000000002 9.009158526325756
2 0.6800000000000002 8.92557553720348
2 0.6900000000000002 8.977422419847366
2 0.7000000000000002 8.993885818355137

3 0.5 13.537978626318163
3 0.51 13.557488463970467
3 0.52 13.501885275099115
3 0.53 13.543306545201489
3 0.54 13.52194804695902
3 0.55 13.619309467862875
3 0.56 13.716534828176087
3 0.5700000000000001 13.552810684092524
3 0.5800000000000001 13.558516278705737
3 0.5900000000000001 13.566489434720692
3 0.6000000000000001 13.565193277371437
3 0.6100000000000001 13.551025696671594
3 0.6200000000000001 13.52247295545314
3 0.6300000000000001 13.596895662158891
3 0.6400000000000001 13.631344368585738
3 0.6500000000000001 13.559560473885801
3 0.6600000000000001 13.551436493785214
3 0.6700000000000002 13.680251608122859
3 0.6800000000000002 13.531488858378955
3 0.6900000000000002 13.577256653495793
3 0.7000000000000002 13.597206475631346

4 0.5 18.166009671768958
4 0.51 18.21037407911381
4 0.52 18.17091249266909
4 0.53 18.146851438991586
4 0.54 18.221296042915846
4 0.55 18.264048798504824
4 0.56 18.351010951672215
4 0.5700000000000001 18.135710775473797
4 0.5800000000000001 18.155020618785823
4 0.5900000000000001 18.20659448698533
4 0.6000000000000001 18.18885988991964
4 0.6100000000000001 18.153764786276476
4 0.6200000000000001 18.138191569934243
4 0.6300000000000001 18.24012241233826
4 0.6400000000000001 18.25359293755111
4 0.6500000000000001 18.20918172785774
4 0.6600000000000001 18.145264250995755
4 0.6700000000000002 18.326668122437077
4 0.6800000000000002 18.148539374318865
4 0.6900000000000002 18.174996428973863
4 0.7000000000000002 18.223247524081383

5 0.5 22.82530431475474
5 0.51 22.848569863669383
5 0.52 22.803996613281
5 0.53 22.73936521326107
5 0.54 22.8363903965479
5 0.55 22.920682723298057
5 0.56 22.959666528909175
5 0.5700000000000001 22.79032064426162
5 0.5800000000000001 22.80054409497701
5 0.5900000000000001 22.866045670577883
5 0.6000000000000001 22.858402863247747
5 0.6100000000000001 22.744363698316032
5 0.6200000000000001 22.784371179171483
5 0.6300000000000001 22.819513279767875
5 0.6400000000000001 22.811889448140096
5 0.6500000000000001 22.89003063841484
5 0.6600000000000001 22.7730831855674
5 0.6700000000000002 23.000628518370117
5 0.6800000000000002 22.766758066075337
5 0.6900000000000002 22.784940986363495
5 0.7000000000000002 22.813039157812227

6 0.5 27.46179022358344
6 0.51 27.50042980597116
6 0.52 27.489755961216094
6 0.53 27.406842577160063
6 0.54 27.61049957373994
6 0.55 27.56992051954046
6 0.56 27.59108122026621
6 0.5700000000000001 27.453593967095205
6 0.5800000000000001 27.39803519629254
6 0.5900000000000001 27.493625732558158
6 0.6000000000000001 27.519621643113055
6 0.6100000000000001 27.40288099405318
6 0.6200000000000001 27.40516312909124
6 0.6300000000000001 27.484300832257293
6 0.6400000000000001 27.443834756264266
6 0.6500000000000001 27.464181605120633
6 0.6600000000000001 27.41657851327329
6 0.6700000000000002 27.649576751484112
6 0.6800000000000002 27.445505265731214
6 0.6900000000000002 27.43814279473314
6 0.7000000000000002 27.379780338412175

7 0.5 32.13293838252543
7 0.51 32.16991932964257
7 0.52 32.22066876585047
7 0.53 32.10358046534147
7 0.54 32.31512661353811
7 0.55 32.25405182670865
7 0.56 32.313396112108286
7 0.5700000000000001 32.107379645184075
7 0.5800000000000001 31.98698686555529
7 0.5900000000000001 32.16079906283029
7 0.6000000000000001 32.165460669859804
7 0.6100000000000001 32.046191914246286
7 0.6200000000000001 32.05508755637554
7 0.6300000000000001 32.09047518709907
7 0.6400000000000001 32.04946798079642
7 0.6500000000000001 32.09752259091889
7 0.6600000000000001 32.02351875636036
7 0.6700000000000002 32.28378224595388
7 0.6800000000000002 32.08723396258955
7 0.6900000000000002 32.06321339669165
7 0.7000000000000002 32.00564282162744

8 0.5 36.86398526332244
8 0.51 36.81842250884026
8 0.52 36.91108338388745
8 0.53 36.829216336700895
8 0.54 36.96676120228399
8 0.55 36.967743360659064
8 0.56 37.00520176638423
8 0.5700000000000001 36.78722139420814
8 0.5800000000000001 36.659892569140226
8 0.5900000000000001 36.847686336088515
8 0.6000000000000001 36.80574304379332
8 0.6100000000000001 36.68861324364504
8 0.6200000000000001 36.74142971202347
8 0.6300000000000001 36.75888026212554
8 0.6400000000000001 36.699472716016835
8 0.6500000000000001 36.799646189800605
8 0.6600000000000001 36.73419650074179
8 0.6700000000000002 36.965654946401074
8 0.6800000000000002 36.730643069570505
8 0.6900000000000002 36.71187766341669
8 0.7000000000000002 36.63327952254662

9 0.5 41.53280936740764
9 0.51 41.524360575361754
9 0.52 41.61998684224864
9 0.53 41.52258282400841
9 0.54 41.7358073124404
9 0.55 41.65302938955245
9 0.56 41.68246601164827
9 0.5700000000000001 41.48890431263835
9 0.5800000000000001 41.280194253439355
9 0.5900000000000001 41.51191636641291
9 0.6000000000000001 41.4536075599389
9 0.6100000000000001 41.346745342618625
9 0.6200000000000001 41.38502356048942
9 0.6300000000000001 41.440196618522165
9 0.6400000000000001 41.389442998335525
9 0.6500000000000001 41.44265921625867
9 0.6600000000000001 41.41767766735112
9 0.6700000000000002 41.643647948629884
9 0.6800000000000002 41.40059700194926
9 0.6900000000000002 41.35216921057301
9 0.7000000000000002 41.246361038976346

10 0.5 46.24041524267122
10 0.51 46.24150070583436
10 0.52 46.36933093136288
10 0.53 46.22602208123957
10 0.54 46.513656309454504
10 0.55 46.32483343000581
10 0.56 46.369530535160706
10 0.5700000000000001 46.17875680224357
10 0.5800000000000001 45.95947690382922
10 0.5900000000000001 46.206694800301314
10 0.6000000000000001 46.16786621325789
10 0.6100000000000001 46.0424021596282
10 0.6200000000000001 46.10530605514315
10 0.6300000000000001 46.11994670538976
10 0.6400000000000001 46.06005783609083
10 0.6500000000000001 46.137794038392826
10 0.6600000000000001 46.10232346708719
10 0.6700000000000002 46.28071034605968
10 0.6800000000000002 46.03703407735569
10 0.6900000000000002 46.00222430248457
10 0.7000000000000002 45.92178109036202

11 0.5 50.97324022156034
11 0.51 50.97264859050764
11 0.52 51.12335570339582
11 0.53 50.99409878532665
11 0.54 51.208716104227115
11 0.55 50.993950774305276
11 0.56 51.06695898588386
11 0.5700000000000001 50.92369332105651
11 0.5800000000000001 50.70569317076426
11 0.5900000000000001 50.926318909970966
11 0.6000000000000001 50.90266282290625
11 0.6100000000000001 50.71833593445132
11 0.6200000000000001 50.80287959273607
11 0.6300000000000001 50.823369088678966
11 0.6400000000000001 50.76417921758212
11 0.6500000000000001 50.82650341717961
11 0.6600000000000001 50.80339984605494
11 0.6700000000000002 50.94864827854022
11 0.6800000000000002 50.70680907794286
11 0.6900000000000002 50.70568972914508
11 0.7000000000000002 50.63584025132928

12 0.5 55.72419026713219
12 0.51 55.70312249886143
12 0.52 55.86443472414062
12 0.53 55.731907025222306
12 0.54 55.88665044050348
12 0.55 55.730839945138854
12 0.56 55.80309349577641
12 0.5700000000000001 55.65844304455268
12 0.5800000000000001 55.403857258310765
12 0.5900000000000001 55.65266643029983
12 0.6000000000000001 55.6325654605623
12 0.6100000000000001 55.424652539532104
12 0.6200000000000001 55.51334406127748
12 0.6300000000000001 55.54002535297649
12 0.6400000000000001 55.47863737956857
12 0.6500000000000001 55.51442890676407
12 0.6600000000000001 55.4919935614443
12 0.6700000000000002 55.5827922496169
12 0.6800000000000002 55.376616262967
12 0.6900000000000002 55.41014874149526
12 0.7000000000000002 55.34780878602601

13 0.5 60.48071365562418
13 0.51 60.459207823802366
13 0.52 60.630849422040875
13 0.53 60.49133786250595
13 0.54 60.6239465693077
13 0.55 60.5022223119261
13 0.56 60.51013024072143
13 0.5700000000000001 60.409059490374204
13 0.5800000000000001 60.11061149872191
13 0.5900000000000001 60.36391598640821
13 0.6000000000000001 60.35089809503041
13 0.6100000000000001 60.12556277146943
13 0.6200000000000001 60.15628243146277
13 0.6300000000000001 60.281754333198116
13 0.6400000000000001 60.20911540187139
13 0.6500000000000001 60.231069130737076
13 0.6600000000000001 60.180753514190975
13 0.6700000000000002 60.29189119308187
13 0.6800000000000002 60.10619095562914
13 0.6900000000000002 60.1025042922084
13 0.7000000000000002 60.03548479771553

14 0.5 65.28789077892549
14 0.51 65.19742414759003
14 0.52 65.4078072392786
14 0.53 65.28601075153425
14 0.54 65.43309574752968
14 0.55 65.27162155897685
14 0.56 65.2488936341916
14 0.5700000000000001 65.15080222431337
14 0.5800000000000001 64.83586293356952
14 0.5900000000000001 65.12725871708095
14 0.6000000000000001 65.14229982979617
14 0.6100000000000001 64.81260554458788
14 0.6200000000000001 64.89572215303048
14 0.6300000000000001 64.99408526708692
14 0.6400000000000001 64.94479538750927
14 0.6500000000000001 64.9472482330914
14 0.6600000000000001 64.87251663705476
14 0.6700000000000002 65.03535925123197
14 0.6800000000000002 64.84687188204089
14 0.6900000000000002 64.80613037444638
14 0.7000000000000002 64.69451304013187

15 0.5 70.0950380691788
15 0.51 70.00457618529873
15 0.52 70.19554031431511
15 0.53 70.09226216069911
15 0.54 70.2061816139775
15 0.55 70.02762799515799
15 0.56 69.93299647211221
15 0.5700000000000001 69.90899874467534
15 0.5800000000000001 69.54925011395093
15 0.5900000000000001 69.83924353591716
15 0.6000000000000001 69.87394890054946
15 0.6100000000000001 69.56588078628653
15 0.6200000000000001 69.61438959528213
15 0.6300000000000001 69.7843413114488
15 0.6400000000000001 69.6954755091261
15 0.6500000000000001 69.69214929648622
15 0.6600000000000001 69.60718502084251
15 0.6700000000000002 69.71395383498616
15 0.6800000000000002 69.54032624034943
15 0.6900000000000002 69.51752411859515
15 0.7000000000000002 69.34691482115362

16 0.5 74.89602914673439
16 0.51 74.83418686606416
16 0.52 74.94131548703544
16 0.53 74.90874109581164
16 0.54 75.0320233506255
16 0.55 74.79959531760751
16 0.56 74.70251664886563
16 0.5700000000000001 74.63843931860681
16 0.5800000000000001 74.31231924798966
16 0.5900000000000001 74.62034234980862
16 0.6000000000000001 74.66658388475035
16 0.6100000000000001 74.31625051030443
16 0.6200000000000001 74.35049595820233
16 0.6300000000000001 74.52768020315753
16 0.6400000000000001 74.46942185907207
16 0.6500000000000001 74.40576603417014
16 0.6600000000000001 74.34931332556687
16 0.6700000000000002 74.43745888957287
16 0.6800000000000002 74.31344226924027
16 0.6900000000000002 74.2341198549396
16 0.7000000000000002 74.04899311037789

17 0.5 79.66306117642512
17 0.51 79.62967961389269
17 0.52 79.7286692089815
17 0.53 79.66819006769906
17 0.54 79.84875832046099
17 0.55 79.57874382287804
17 0.56 79.3797708851419
17 0.5700000000000001 79.44532402546308
17 0.5800000000000001 79.04504875405252
17 0.5900000000000001 79.37929742613106
17 0.6000000000000001 79.3838364926967
17 0.6100000000000001 79.07499653514184
17 0.6200000000000001 79.15209151412759
17 0.6300000000000001 79.22573398763465
17 0.6400000000000001 79.18860127975314
17 0.6500000000000001 79.129943839285
17 0.6600000000000001 79.09289164765025
17 0.6700000000000002 79.23686151270847
17 0.6800000000000002 79.10716973576152
17 0.6900000000000002 78.91226802336641
17 0.7000000000000002 78.78759378115176

18 0.5 84.45607975350168
18 0.51 84.38913484138178
18 0.52 84.51584362341278
18 0.53 84.45231415768389
18 0.54 84.63151672323266
18 0.55 84.37162298144008
18 0.56 84.11644870293031
18 0.5700000000000001 84.25215756169122
18 0.5800000000000001 83.81697516236304
