# Rounds: 10, repetitions: 10000000
# Good arm ~ N(5.0,2.0), 1 bad arm(s) ~ N(4.0,4.0)
# Estimate ~ N(10.0,0.5)
# Observation noise range from 0.1 to 0.3 with step size 0.01

# Observation noise | mean | standard deviation

1 0.1 4.499872273936248
1 0.11 4.499736663192397
1 0.12 4.49914877845128
1 0.13 4.50139501882315
1 0.14 4.498996580964821
1 0.15000000000000002 4.498770935693633
1 0.16000000000000003 4.501112606194249
1 0.17000000000000004 4.499506406015765
1 0.18000000000000005 4.499062446238465
1 0.19000000000000006 4.50056325862249
1 0.20000000000000007 4.500258090131448
1 0.21000000000000008 4.4999120327186155
1 0.22000000000000008 4.500876675004494
1 0.2300000000000001 4.499452567712329
1 0.2400000000000001 4.498718438492055
1 0.2500000000000001 4.5008571214220705
1 0.2600000000000001 4.499524546226421
1 0.27000000000000013 4.499585393771098
1 0.28000000000000014 4.500440295658006
1 0.29000000000000015 4.499308690479641
1 0.30000000000000016 4.500880861831621

2 0.1 8.970406808309749
2 0.11 8.96835334826271
2 0.12 8.971597064153613
2 0.13 8.97019460166208
2 0.14 8.968659592333038
2 0.15000000000000002 8.968768126016254
2 0.16000000000000003 8.969186643569888
2 0.17000000000000004 8.969175926104867
2 0.18000000000000005 8.969848686367946
2 0.19000000000000006 8.972079507964613
2 0.20000000000000007 8.970007536026436
2 0.21000000000000008 8.970405325210331
2 0.22000000000000008 8.970226125520755
2 0.2300000000000001 8.969426950802255
2 0.2400000000000001 8.971118759871697
2 0.2500000000000001 8.972213397248375
2 0.2600000000000001 8.968909901193546
2 0.27000000000000013 8.968145287299343
2 0.28000000000000014 8.971842396702545
2 0.29000000000000015 8.967882020216619
2 0.30000000000000016 8.970895520978301

3 0.1 13.583006200889912
3 0.11 13.581654994147616
3 0.12 13.584497405862436
3 0.13 13.584050573120766
3 0.14 13.58255297060227
3 0.15000000000000002 13.582297592255927
3 0.16000000000000003 13.583885570363774
3 0.17000000000000004 13.581805214178756
3 0.18000000000000005 13.583319904262478
3 0.19000000000000006 13.584956769624233
3 0.20000000000000007 13.585222015212086
3 0.21000000000000008 13.582421511026919
3 0.22000000000000008 13.583674621367875
3 0.2300000000000001 13.582228833692977
3 0.2400000000000001 13.582928219284499
3 0.2500000000000001 13.586357539141915
3 0.2600000000000001 13.582911644051823
3 0.27000000000000013 13.583001940053618
3 0.28000000000000014 13.584409814432812
3 0.29000000000000015 13.582180068418419
3 0.30000000000000016 13.583942270771665

4 0.1 18.245958124377264
4 0.11 18.245768231360028
4 0.12 18.249279554967053
4 0.13 18.248453280236735
4 0.14 18.247646026419797
4 0.15000000000000002 18.247180325589515
4 0.16000000000000003 18.248425733143
4 0.17000000000000004 18.24562818343857
4 0.18000000000000005 18.248024775857097
4 0.19000000000000006 18.248112437163158
4 0.20000000000000007 18.24967088388528
4 0.21000000000000008 18.245919365718578
4 0.22000000000000008 18.247645266188073
4 0.2300000000000001 18.245267046064786
4 0.2400000000000001 18.246775362435066
4 0.2500000000000001 18.249003393309724
4 0.2600000000000001 18.245555588691847
4 0.27000000000000013 18.24602113187626
4 0.28000000000000014 18.246007760217694
4 0.29000000000000015 18.24386203573395
4 0.30000000000000016 18.24436360601257

5 0.1 22.941438291491096
5 0.11 22.942788780381996
5 0.12 22.946951713069158
5 0.13 22.947194524402423
5 0.14 22.94315933594625
5 0.15000000000000002 22.945483660356505
5 0.16000000000000003 22.9453374136709
5 0.17000000000000004 22.9448223062864
5 0.18000000000000005 22.94752309995699
5 0.19000000000000006 22.94945468785449
5 0.20000000000000007 22.948918385100367
5 0.21000000000000008 22.944997278518297
5 0.22000000000000008 22.94665055985937
5 0.2300000000000001 22.94310238356479
5 0.2400000000000001 22.943448921723604
5 0.2500000000000001 22.946927911885528
5 0.2600000000000001 22.941780216522698
5 0.27000000000000013 22.941347352363223
5 0.28000000000000014 22.941519788519415
5 0.29000000000000015 22.93797817600596
5 0.30000000000000016 22.937096338578975

6 0.1 27.662667698860382
6 0.11 27.661237943103593
6 0.12 27.667283501935135
6 0.13 27.667770991189027
6 0.14 27.6639827109445
6 0.15000000000000002 27.667106022106843
6 0.16000000000000003 27.6663772280954
6 0.17000000000000004 27.66795138589974
6 0.18000000000000005 27.67000002885482
6 0.19000000000000006 27.672119258820814
6 0.20000000000000007 27.672542624321945
6 0.21000000000000008 27.66812870542692
6 0.22000000000000008 27.66946690208722
6 0.2300000000000001 27.665648100173147
6 0.2400000000000001 27.665397903677142
6 0.2500000000000001 27.67005368684825
6 0.2600000000000001 27.66426344156227
6 0.27000000000000013 27.66236056332724
6 0.28000000000000014 27.660635896397583
6 0.29000000000000015 27.65564156611024
6 0.30000000000000016 27.653750208702576

7 0.1 32.39842234047082
7 0.11 32.39777514810369
7 0.12 32.40479210878405
7 0.13 32.40696866499746
7 0.14 32.40238756915101
7 0.15000000000000002 32.406320194438145
7 0.16000000000000003 32.405240047617596
7 0.17000000000000004 32.40908228113141
7 0.18000000000000005 32.40993400058719
7 0.19000000000000006 32.41465859899669
7 0.20000000000000007 32.41399077730088
7 0.21000000000000008 32.40972359436451
7 0.22000000000000008 32.410794592610145
7 0.2300000000000001 32.4072102202321
7 0.2400000000000001 32.4062661913658
7 0.2500000000000001 32.411009137963894
7 0.2600000000000001 32.40365581573254
7 0.27000000000000013 32.40198611326775
7 0.28000000000000014 32.39974407279095
7 0.29000000000000015 32.39381867937204
7 0.30000000000000016 32.390247211742604

8 0.1 37.14795444172772
8 0.11 37.149534420109454
8 0.12 37.154974792276704
8 0.13 37.15873701733184
8 0.14 37.154009455006786
8 0.15000000000000002 37.16077198952539
8 0.16000000000000003 37.16077296645315
8 0.17000000000000004 37.16424074020753
8 0.18000000000000005 37.16509000934981
8 0.19000000000000006 37.16890708423784
8 0.20000000000000007 37.16951986687183
8 0.21000000000000008 37.16558397943592
8 0.22000000000000008 37.16876311015964
8 0.2300000000000001 37.16300530241042
8 0.2400000000000001 37.163695560456084
8 0.2500000000000001 37.16755599673389
8 0.2600000000000001 37.16077222550093
8 0.27000000000000013 37.15786887232887
8 0.28000000000000014 37.15387255015395
8 0.29000000000000015 37.148060770241834
8 0.30000000000000016 37.14368134716225

9 0.1 41.908906100390865
9 0.11 41.91049058699407
9 0.12 41.91716035753319
9 0.13 41.92180359207138
9 0.14 41.91795229578667
9 0.15000000000000002 41.92700710220896
