# Rounds: 10000, repetitions: 10000
# Good arm ~ N(5.0,2.0), 1 bad arm(s) ~ N(4.0,4.0)
# Estimate ~ N(10.0,0.5)
# Observation noise range from 0.15 to 0.95 with step size 0.01

# Observation noise | mean | standard deviation

1 0.15 4.486796458302902
1 0.16 4.515058736394897
1 0.17 4.5938817068049085
1 0.18000000000000002 4.511668739319377
1 0.19000000000000003 4.528987437265853
1 0.20000000000000004 4.503201907057379
1 0.21000000000000005 4.476591063333381
1 0.22000000000000006 4.582663003784758
1 0.23000000000000007 4.55103603562648
1 0.24000000000000007 4.449021325169613
1 0.2500000000000001 4.552825693444359
1 0.2600000000000001 4.538397687915614
1 0.27000000000000013 4.5317655012111056
1 0.28000000000000014 4.530045618408654
1 0.29000000000000015 4.450207760099067
1 0.30000000000000016 4.502038514451443
1 0.31000000000000016 4.498215880180569
1 0.3200000000000002 4.530837999592801
1 0.3300000000000002 4.470354812357184
1 0.3400000000000002 4.477236922186624
1 0.3500000000000002 4.484023442370511
1 0.3600000000000002 4.509347233911082
1 0.3700000000000002 4.564175292737293
1 0.3800000000000002 4.526606684870253
1 0.39000000000000024 4.498499021392029
1 0.40000000000000024 4.4822328236475855
1 0.41000000000000025 4.497136670854111
1 0.42000000000000026 4.522134488245492
1 0.43000000000000027 4.487646512475925
1 0.4400000000000003 4.488777103029613
1 0.4500000000000003 4.53010344735262
1 0.4600000000000003 4.517600952550101
1 0.4700000000000003 4.5449715202511864
1 0.4800000000000003 4.5268058792925165
1 0.4900000000000003 4.528840417080935
1 0.5000000000000003 4.515985360735038
1 0.5100000000000003 4.460600329765738
1 0.5200000000000004 4.499988198632742
1 0.5300000000000004 4.508458671110278
1 0.5400000000000004 4.498618488121839
1 0.5500000000000004 4.48162802276803
1 0.5600000000000004 4.463617221744057
1 0.5700000000000004 4.5270169180418245
1 0.5800000000000004 4.527569158034879
1 0.5900000000000004 4.494015742976857
1 0.6000000000000004 4.499058202538442
1 0.6100000000000004 4.466580874848672
1 0.6200000000000004 4.447233208199382
1 0.6300000000000004 4.544330782494527
1 0.6400000000000005 4.449288088406829
1 0.6500000000000005 4.436313821770075
1 0.6600000000000005 4.467682398550738
1 0.6700000000000005 4.487512604851419
1 0.6800000000000005 4.528705041412395
1 0.6900000000000005 4.491220340809846
1 0.7000000000000005 4.412104542703764
1 0.7100000000000005 4.520863718086361
1 0.7200000000000005 4.511129235524141
1 0.7300000000000005 4.535050127673853
1 0.7400000000000005 4.470193550605841
1 0.7500000000000006 4.580072314046223
1 0.7600000000000006 4.5520113330680925
1 0.7700000000000006 4.549100366195725
1 0.7800000000000006 4.487581028069435
1 0.7900000000000006 4.519638261670039
1 0.8000000000000006 4.453460932883243
1 0.8100000000000006 4.447219552613993
1 0.8200000000000006 4.460293695662646
1 0.8300000000000006 4.552758025003934
1 0.8400000000000006 4.495942722980031
1 0.8500000000000006 4.466972784364351
1 0.8600000000000007 4.469736984877856
1 0.8700000000000007 4.502444860286146
1 0.8800000000000007 4.552030127342797
1 0.8900000000000007 4.547914092173276
1 0.9000000000000007 4.489555158112334
1 0.9100000000000007 4.491200106900653
1 0.9200000000000007 4.508966819322912
1 0.9300000000000007 4.46226666881589
1 0.9400000000000007 4.489572379035517
1 0.9500000000000007 4.5137390432218805

2 0.15 9.016675881902684
2 0.16 8.998939197778633
2 0.17 8.969020973474612
2 0.18000000000000002 8.92253970314044
2 0.19000000000000003 8.982715440819817
2 0.20000000000000004 8.910912506075697
2 0.21000000000000005 8.863042053441514
2 0.22000000000000006 9.02066854424798
2 0.23000000000000007 9.035913656592799
2 0.24000000000000007 8.916399247101708
2 0.2500000000000001 9.03699756767099
2 0.2600000000000001 8.917677729723666
2 0.27000000000000013 8.998423430535045
2 0.28000000000000014 8.991031113981244
2 0.29000000000000015 8.90133966012668
2 0.30000000000000016 9.01200910861583
2 0.31000000000000016 8.976230030911283
2 0.3200000000000002 9.019790967418004
2 0.3300000000000002 8.948851314272401
2 0.3400000000000002 8.916277846408516
2 0.3500000000000002 8.948273667944214
2 0.3600000000000002 9.032032895701148
2 0.3700000000000002 9.059522859961524
2 0.3800000000000002 8.944071552589692
2 0.39000000000000024 8.941949661974792
2 0.40000000000000024 8.954389518440719
2 0.41000000000000025 8.970469199843198
2 0.42000000000000026 8.987004192646634
2 0.43000000000000027 8.955768808448513
2 0.4400000000000003 8.947645284617302
2 0.4500000000000003 9.017411765884294
2 0.4600000000000003 8.937432964683317
2 0.4700000000000003 9.019935115433887
2 0.4800000000000003 9.059686001281122
2 0.4900000000000003 8.991289692168992
2 0.5000000000000003 9.017847056232027
2 0.5100000000000003 8.93927476210281
2 0.5200000000000004 9.012140155851638
2 0.5300000000000004 9.028477645797173
2 0.5400000000000004 8.967459811114177
2 0.5500000000000004 8.970639868824422
2 0.5600000000000004 8.95502602895766
2 0.5700000000000004 8.962230669978313
2 0.5800000000000004 8.962234800658159
2 0.5900000000000004 8.983147811508642
2 0.6000000000000004 8.942483857990153
2 0.6100000000000004 8.960373613556287
2 0.6200000000000004 8.886179684075891
2 0.6300000000000004 9.03265021557407
2 0.6400000000000005 8.957554436007582
2 0.6500000000000005 8.907401171378705
2 0.6600000000000005 8.863899249405176
2 0.6700000000000005 8.951753651215352
2 0.6800000000000005 8.977889802851493
2 0.6900000000000005 8.955965414494509
2 0.7000000000000005 8.818062865381561
2 0.7100000000000005 8.991485350091764
2 0.7200000000000005 9.01619532920069
2 0.7300000000000005 8.981575511251055
2 0.7400000000000005 8.981280127301517
2 0.7500000000000006 9.08426210580815
2 0.7600000000000006 8.97996527737318
2 0.7700000000000006 9.069219316858769
2 0.7800000000000006 8.925563012122383
2 0.7900000000000006 9.037175939301084
2 0.8000000000000006 8.934721782678226
2 0.8100000000000006 8.916303187014206
2 0.8200000000000006 8.965398928906492
2 0.8300000000000006 8.972932652406252
2 0.8400000000000006 9.000829827942397
2 0.8500000000000006 8.978765411044163
2 0.8600000000000007 8.902352735076123
2 0.8700000000000007 8.942774316987563
2 0.8800000000000007 9.021912632992334
2 0.8900000000000007 9.005083460397524
